Symbol ,Date ,PREV. CLOSE ,Open Price ,High Price ,Low Price ,Close Price ,Total Traded Quantity ,Total Traded Value in Rs.,Number of Trades 
WIPRO,14-Nov-25,0.05,0.05,0.1,0.05,0.1,"1,02,000","8,700.00",4
WIPRO,13-Nov-25,0.02,0.05,0.05,0.05,0.05,"99,000","4,950.00",2
WIPRO,13-Nov-25,0.61,0.5,0.88,0.5,0.88,"1,20,633","1,05,980.00",11
WIPRO,13-Nov-25,0.8,0.7,0.75,0.6,0.75,"80,368","58,915.00",39
WIPRO,12-Nov-25,0.8,0.81,0.83,0.75,0.8,"15,42,216","12,32,098.00",155
WIPRO,12-Nov-25,0.6,0.5,0.8,0.5,0.61,"34,936","23,020.00",17
WIPRO,11-Nov-25,0.7,0.8,0.8,0.8,0.8,"15,86,364","12,69,091.00",122
WIPRO,11-Nov-25,0.4,0.1,0.6,0.1,0.6,"6,050","3,605.00",6
WIPRO,10-Nov-25,0.25,0.25,0.4,0.25,0.4,56,15,2
WIPRO,10-Nov-25,0.03,0.01,0.02,0.01,0.02,"64,151","1,283.00",35
WIPRO,10-Nov-25,0.33,0.68,0.7,0.68,0.7,"2,994","2,069.00",10
WIPRO,07-Nov-25,0.02,0.02,0.04,0.02,0.03,"6,816",212,6
WIPRO,07-Nov-25,0.25,0.25,0.25,0.25,0.25,"1,074",269,3
WIPRO,06-Nov-25,0.02,0.02,0.02,0.02,0.02,66,1,3
WIPRO,06-Nov-25,589,0.33,0.33,0.33,0.33,"1,188",392,1
WIPRO,06-Nov-25,0.25,0.25,0.25,0.25,0.25,6,2,2
WIPRO,04-Nov-25,0.03,0.01,0.25,0.01,0.02,"2,96,202","55,616.00",69
WIPRO,04-Nov-25,0.25,0.25,0.25,0.25,0.25,37,9,1
WIPRO,03-Nov-25,0.25,0.25,0.25,0.25,0.25,47,12,4
WIPRO,03-Nov-25,0.21,0.03,0.03,0.03,0.03,11,-,2
WIPRO,01-Nov-25,1.1,3.5,3.5,0.05,0.05,"5,650","18,223.00",2
WIPRO,01-Nov-25,0.21,0.05,0.5,0.05,0.5,501,26,2
WIPRO,31-Oct-25,0.49,0.01,0.5,0.01,0.21,"45,066","18,991.00",8
WIPRO,30-Oct-25,0.5,0.25,0.25,0.25,0.25,160,40,1
WIPRO,30-Oct-25,0.01,0.49,0.49,0.49,0.49,"59,961","29,381.00",5
WIPRO,29-Oct-25,0.03,0.01,0.01,0.01,0.01,1,-,1
WIPRO,29-Oct-25,0.96,0.55,0.55,0.01,0.01,"31,691","2,973.00",4
WIPRO,28-Oct-25,1.48,1,1.5,0.96,0.96,"93,900","1,05,724.00",8
WIPRO,28-Oct-25,1.35,0.9,0.9,0.75,0.75,"30,685","23,117.00",2
WIPRO,28-Oct-25,31.41,0.24,0.24,0.24,0.24,"2,58,000","61,920.00",1
WIPRO,27-Oct-25,1.5,1.5,1.69,1.21,1.35,"60,743","84,587.00",43
WIPRO,27-Oct-25,1.41,1,1.66,1,1.48,"1,05,269","1,42,191.00",48
